stemming,label_number,pseudo_label
badd login acces steam corporation bantu masuk buruk buruk buruk layan langgan payah,2,negative
bangkai instal kali pasuk id password masuk,2,negative
tolong baik bug status ingameonlineoffline chat steam difriendlist ingame,1,neutral
akun pulih sulit captcha macet kode aplikasi hapus dunia,2,negative
fak steam mobile authenticator dagang beli jual fak steam,1,neutral
aplikasi buruk masuk main putar ayo baik cepat,2,negative
halo detail aplikasi terjemah bingung terjemah salah bahasa negara baik,1,neutral
aplikasi guna bayar game aplikasi fungsi uang kurang google,1,neutral
cik euy balikeun akun dota mun ngke balikeun ku urang dibere rating bintang tujuh ciga obat nyeri huntu,1,neutral
buruk main game suruh unduh unduh,2,negative
tukar game kode tebus kode dompet uap tolong beritahu lokasi bintang,1,neutral
aplikasi buruk buka,2,negative
hp spekny ram gb internal gb laku ya ask,1,neutral
kaapaa steeaam pc penyakitaa lemoott massuukknyaa haaruss curhaat kee siaapaa aa aa aahoo kayak biaassayaaa aahets dancuk tenan,2,negative
aplikasi anjing gambar game pas gua lihat suruh pasuk kode auto unninstal,1,neutral
steam mobile jasa hindar cheater main game but orang goblok ngumpul bocah em el tuhann,2,negative
bagus versi steam seluler daftar harga main bel bantu pc terima kasih valve versi steam mobile,0,positive
hilang akses akun kemarin bantu steam bantu bantu akun akun terima kasih tanggap dukung uap terima kasih,1,neutral
baik item jual milik konfirmasi baik,1,neutral
tarung rusak gamer kukus main,2,negative
salah masuk harap baik terima kasih,2,negative
bug fonthuruf tabrak huruf baca tab diskusi salah,1,neutral
gua beli game open world kayak dayzstate of decay medieval war kayak mount and blade mordhau plus war of right game zombie the forest,1,neutral
tausteam pakai laptoppckalau android saran sihtapi android ya sila sih main game steam android lag game ya beratjadi ya saran main pc laptop,1,neutral
halo admin uap maaf sikap kasar teman main naruto kali boruto connection mohon admin uap gemar berat akun naruto and boruto films me akunsteam display meipp,1,neutral
masuk akses aplikasi seluler tf masuk aplikasi seluler verifikasi aplikasi seluler palsu,1,neutral
main bayar gratis gratis sih game ya lumanyan banyar top gamenya kanyak cs gopubgpotalthe forestdll min tolong diskon game banyar ya gue oke,1,neutral
apk mudah account steam isi wallet beli game chat temenintinya ribet ribet buka pc laptop tinggal buka apk steam via mobile kayak fungsinyabukan main game bilang main game benar nyrmil micin xd,1,neutral
susah login dota gue nelpon gue rumah ya bagus pakai akun gue aman gue akun gue pakai teman gue main dota reangket kali kalah mampus mmr gua jadik kanawalnya,0,positive
keren dah ngamanin akun steam apps baik cari game pc original total war warhamer join bareng yuk,1,neutral
aplikasi buruk daftar chapcha konvensional kuno buang buang,2,negative
masuk merepaptcha hasil tolong baik,1,neutral
temu akun email coba dukung respons,1,neutral
hapus steam guard masuk pikir pw id nyanyi,1,neutral
dapat gua gamenya bayar makan nabung beli voucher steam beli tuh game pastiin voucher pas harga apknya yaudah beli vv,1,neutral
apk kode masuk arti kode input,1,neutral
oceh beli game main bego tuh lihat diskon game steamgame ya game pc main pc main hp tolol,2,negative
aplikasi bagus orporator tolong daftar pse daftar pse langgar privasi guna aplikasi bintang bagus,0,positive
akun steam suruh sign up ya,1,neutral
coba bagus kasih bintang oke,0,positive
gue masang initapi hapus adik gue gue main dota lagikontoll,2,negative
buat akun gagal harap coba hh,1,neutral
min tolong baik biar main kayak pc gratis,1,neutral
steam ya password ya download escape the backrooms he he,1,neutral
salah konfirmasi jual barang pasar komunitas,1,neutral
cukk pls buating biar mainin mobile laahh anjeng,1,neutral
salah akun sila coba,1,neutral
steam tlol steam guard error truss ajg gue login gblk,2,negative
apalikasi tolol login asw esy esy mata steam kontoll,1,neutral
ganti email akun number hp,1,neutral
wow aplikasi bagus main game pc hahaha main dipc sih saldo ku juta,0,positive
tda erti masuk akun,1,neutral
steam anjlng aing join kagak bangkai tahi tahi steam tahi kanyak babl,2,negative
baru ramah komputer tengah rendah webupdater berat,2,negative
tolong baik password salah buka pc,1,neutral
sulit cadang akun selesai aplikasi sampah,2,negative
masuk pin keluarga baik,1,neutral
baru tambah bahasa indonesian android versi pc,1,neutral
sia boga captcha tahi tahi teuing kepala kau robot,2,negative
tolong bayar bank lokal,1,neutral
orang play,2,negative
black squad ya indak,1,neutral
turun bosan,2,negative
idk kirim kode,1,neutral
suka sih loginnya payah,2,negative
kode guard,0,positive
something problem login kocagg kadang kadang tololl,1,neutral
mantap beli pc main gta v hp mana sajasalam gamers,0,positive
game launcer valve dota seluler tunggu pergi game launce valve dota seluler dunia moba baik,1,neutral
coba tau bagus,0,positive
aplikasi baik gamer bcoz siar main game obrol suara aplikasi istimewa jual musim,1,neutral
top up game world of tank blitz,1,neutral
password username dah bilang salah,2,negative
darah,0,positive
layan langgan kambing bantu pulih akun hari,1,neutral
baru buat buruk,2,negative
maaf loggon uap,1,neutral
login aplikasi sebal,2,negative
steam sila daftar kominfo main indonesia beli video game,1,neutral
erti,1,neutral
trimakasih stiem main emulator vortex vortexx beli,1,neutral
biara biarawati the broken abang,1,neutral
mai,0,positive
buka aplikasi lambat buka cepat browser,2,negative
adik langsung beli asua tuf lihat sale beli v,1,neutral
staf buruk selesai,2,negative
error tolong adakan login facebook,2,negative
tolong baik atur indonesia orang negara main dota,2,negative
aman rendah hilang akun,2,negative
daftar captcha,1,neutral
main dota kah,2,negative
log refresh,1,neutral
sulit mendaftardalam menghisap ncaptcha,2,negative
pliss steam bikin game osios dota thanks,1,neutral
login incorrect username orang password,1,neutral
sign up error,2,negative
situs,0,positive
kecewa sistem dukung layan langgan,2,negative
aplikasi bodoh baru,2,negative
masuk pc,1,neutral
mainin steam komtol ba,1,neutral
download apknya buka abisin kouta download,1,neutral
layar hitam mohon baik,1,neutral
gud bahasa indonesia,1,neutral
harap ubah dolar rupiah,1,neutral
update tulisantidak dioptimalkankalau dukung aplikasi,1,neutral
steam guard ya aman efisien email,0,positive
sila steam rilis game internet cafe supermarket simulator play store,1,neutral
suka pakai hp merek motorola wkwkwkwkwk,0,positive
stean bagus tambah sistem orang nama uap,0,positive
captcha masuk laku robot mobil pria,1,neutral
suka steam main tf steam,0,positive
masuk,0,positive
idih keren gua attack on titan wings of freedom,0,positive
cama masuk akun tida bantu kawan,1,neutral
login steam pc ribet banget,2,negative
main fnaf freddy fazbears simulayors,1,neutral
bagus harap steam milik ui,0,positive
bagus tau diskon maantaapp terima kasih steam,0,positive
apk bagus beli game komputer,0,positive
terima dagang aplikasi koneksi stabil,1,neutral
wow versi mobile ya good,0,positive
masuk aplikasi,1,neutral
jiancok koyok tahi,2,negative
password,1,neutral
apk cacad login,1,neutral
baik captca fak,1,neutral
robot teross,0,positive
game mobile,0,positive
ya but steam,1,neutral
login nya,1,neutral
sign siapp,0,positive
authentticator fk,1,neutral
pindai salah,2,negative
masuk akun,1,neutral
aplikasi steam,0,positive
temu sandi,0,positive
login ya susah banget,2,negative
aplikasi,0,positive
bagus nih download game garrys mod bayar,0,positive
tahi steam paini steam tau,1,neutral
main gta v android suka,0,positive
pakai steam guard game aman,0,positive
server indonesia,1,neutral
tinggal tampil keluarga sandi,1,neutral
perangkat baru baru baru samsung galaxy prime perangkat baru,1,neutral
baik anton,0,positive
dear gaben terima kasih jijik,1,neutral
login npa nih,1,neutral
main dota yapenpu,1,neutral
ingus download,1,neutral
menandatangani suka,0,positive
ssemoga mendowload hello neighbor amin ya robbal alamin,1,neutral
guys omong akun,2,negative
menang pisah setia,1,neutral
bagusmenarikkembangkan ya,0,positive
download sing engak gelek,1,neutral
app banget abdate steam error,2,negative
bacot qontol,2,negative
masuk steam guard baik mohon,1,neutral
masuk biar iinn,1,neutral
hail lord,2,negative
abang ya ya,1,neutral
pc wow,0,positive
ya suka game lockdown protocol,0,positive
platform game baik dunia,0,positive
suka main choochoo carlse,0,positive
mantaf hail lord,1,neutral
coba,0,positive
tolong level,1,neutral
login aplikasi seru,0,positive
gue main dota gue hp,1,neutral
tolong hapus steam guardd,1,neutral
kembali uang sebal,2,negative
rebut deh,2,negative
logging,1,neutral
bagus ui segar,0,positive
game bagus rugi mendonload game,2,negative
coba,0,positive
masuk,0,positive
game rusak anjing,2,negative
lol game gratis,1,neutral
log,0,positive
steam support sampah,2,negative
aplikasi kereta,1,neutral
aplikasi fungsi,0,positive
steam guna,0,positive
captchamu payah,2,negative
chapta idiot,2,negative
steam bug,2,negative
login server,1,neutral
terima kasih simpan uap akun,0,positive
obrol,0,positive
pakai belanja game item,1,neutral
suka desain greatwork,0,positive
bagus coyy gue habis download chained together,0,positive
transaksi game pantau akun uap mudah,0,positive
guwe dotanya lvl sasetan,1,neutral
bikin dota mobile,1,neutral
mantap nih aplikasi dowloar rugi kali,2,negative
geratisin pvz gardenwarver ark survival emile,1,neutral
nvedia geforce now beli game ya,1,neutral
buruk v,2,negative
ikut ig andrieya,1,neutral
banned indonesia,1,neutral
dito ketua tanahdatar facebook facebook gtav,1,neutral
sempurna suka,0,positive
guawe yorae asnaet guoal,1,neutral
tabe tabe lo,1,neutral
bantu obrol bff,1,neutral
loginnya susah banget,2,negative
mantap mohon tingkat,0,positive
download garry si mod,1,neutral
tambah nick kucing kucing,2,negative
random tolol game,1,neutral
game horor ya seru banget,0,positive
slaim rensern akusuka,1,neutral
masuk,0,positive
terima kasih gaben,0,positive
hp android,1,neutral
buka aplikasi,1,neutral
tolong bantu bruh,1,neutral
helm helm helm,1,neutral
gilo,2,negative
dimainin android,1,neutral
az alkmaar vs manchester,1,neutral
toko game great globalworldwide,1,neutral
bangus kili game otomatis,1,neutral
wow apl bagus,0,positive
aplikasi bagus play store,0,positive
bagus main dotaa,0,positive
ya wkwkwkwk,1,neutral
thank aplikasi bantu,1,neutral
aman akun steam,1,neutral
dota mobile man,1,neutral
uap bagus guna,0,positive
ui ai lanjut,0,positive
gam gratis,0,positive
wow cs pergi,2,negative
akun kena retas,1,neutral
agus mendownload main,1,neutral
beli gta v steam,1,neutral
al hail lord,1,neutral
lupa hs event,1,neutral
suka game kru,0,positive
steam support,0,positive
oh mj,1,neutral
bagus banget,0,positive
suka eror,2,negative
akun salah,2,negative
terimakasih,0,positive
joss,2,negative
maya,0,positive
bagus,0,positive
malaikat,2,negative
maaf,0,positive
suka uap,0,positive
ok,0,positive
secret neigbhor,1,neutral
tanda,0,positive
mantap,0,positive
hebat banget,0,positive
tonk,2,negative
inayatul mufidah,0,positive
mm p o,1,neutral
aplikasi gatell,2,negative
salah,2,negative
jancuk devolepernya,1,neutral
langsing,0,positive
baik captcha,1,neutral
bug,2,negative
captcha sampah,2,negative
jelek banget,2,negative
apk asu,1,neutral
kuat tutup,2,negative
login raiso,1,neutral
katup tipu,2,negative
daftar,0,positive
steamguard tolol,2,negative
aplikasi mnkey,1,neutral
ribet,2,negative
kayak kntl,2,negative
apk tolol,2,negative
pakai capca,1,neutral
jelek pool,2,negative
aplikasi goblok,2,negative
apk tolol,2,negative
apk kontol,2,negative
apk buruk,2,negative
aplikasi tolol,2,negative
model,0,positive
kecewa berat,2,negative
login bodoh,2,negative
mahal,2,negative
login gkbisa,1,neutral
apk kontol,2,negative
login bug,2,negative
akt,0,positive
ux buruk,2,negative
ah,0,positive
gabung,2,negative
ginjal,0,positive
oke lumayan,0,positive
garten of banban garten of banban yey,1,neutral
nicee thaks aplikasi,1,neutral
hehey buruk,2,negative
uap suka,0,positive
bayar kagak ya,2,negative
layan google play,1,neutral
main bagus,0,positive
hmm ya steam,1,neutral
banyak diskon,1,neutral
tipu gelap utama,2,negative
ok google scatter,1,neutral
mantap njeng memek,0,positive
amazon eh,2,negative
mantap aplikasi ya,0,positive
pc nenek,1,neutral
suka,0,positive
bagus aplikasi recomended,0,positive
burik,2,negative
babak bur,2,negative
buruk,2,negative
pc,2,negative
login,1,neutral
bangsatt,2,negative
sampah,2,negative
tanda,0,positive
ambil,1,neutral
toll,2,negative
wabby,0,positive
sempoyongan,2,negative
sih,0,positive
jancook,2,negative
kain tule,0,positive
susah,2,negative
ampas,2,negative
ribet,2,negative
elang,2,negative
sulit,2,negative
sinyal,0,positive
gaak,2,negative
idk,1,neutral
opsi,0,positive
bugg,2,negative
bohong,2,negative
susah,2,negative
rewel,0,positive
tanding,1,neutral
gmod,0,positive
ribet,2,negative
owoo,0,positive
baik,0,positive
mantaup,1,neutral
anjas,0,positive
forex,1,neutral
mythull,0,positive
smgsmudger,0,positive
yopo,1,neutral
blokir,2,negative
lumayan,0,positive
mustahil,2,negative
mantul,0,positive
wow,0,positive
yeahh,2,negative
gblok,1,neutral
woi,2,negative
suka,0,positive
prioritas,0,positive
mbar,0,positive
crw,2,negative
manttull,0,positive
okmi,1,neutral
tuhan,0,positive
belumdicobak,1,neutral
mantapbroo,0,positive
ucucgcvvc,1,neutral
minat,0,positive
tertawa terbahakbahak,0,positive
pesona,0,positive
tusuk,2,negative
keris,0,positive
uighk,0,positive
kol,0,positive
pergi,2,negative
mntap,0,positive
msntap,0,positive
sempurna,0,positive
wowow,0,positive
moga untung,0,positive
basah,0,positive
mantab,0,positive
mandi,0,positive
uap,2,negative
bintang,0,positive
ya,0,positive
salah,2,negative
anjay,0,positive
sagur,2,negative
mantap,0,positive
mantaapp,0,positive
integritas,0,positive
bagus,0,positive
wow,0,positive
bagso,1,neutral
good,0,positive
yancok,2,negative
suka,0,positive
nicee,0,positive
jaga,0,positive
ez,0,positive
the beast,1,neutral
obit,2,negative
gel,0,positive
iuar,2,negative
coy nyata,0,positive
bagussess ss,0,positive
steam suka,0,positive
bagus ss,0,positive
suka,0,positive
terima kasih,0,positive
gud kampank,0,positive
bagus banget,0,positive
suka,0,positive
thx gabenewell,1,neutral
b,0,positive
mahal dikit,2,negative
joss bro,1,neutral
aplikasi,0,positive
ralical i l,1,neutral
game bagus,0,positive
suka aplicati,0,positive
kerja bagus,0,positive
keren mantap,0,positive
mantap kali,0,positive
mantap jos,0,positive
bantu,0,positive
modul,0,positive
nitip jejak,1,neutral
keren banget,0,positive
uap baik,0,positive
iloveu,0,positive
coba,0,positive
bintang,0,positive
ope uap,1,neutral
easy guna,0,positive
indonesia,0,positive
best pokok,0,positive
susah verifikasi,2,negative
nc,0,positive
goodd,0,positive
wehh mantap,0,positive
harap bagus,0,positive
tahi anjing,2,negative
katka,0,positive
oke,1,neutral
noice,1,neutral
lancrottkan,1,neutral
